*
*
*
*
*
2022/08/18 20:15:03 174					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 20:15:03 225					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					TRACE  							Revisara el resultSet
2022/08/18 22:25:58 262					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:25:58 378					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:25:58 383					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:25:58 415					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:25:58 427					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:25:58 431					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:25:58 463					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:25:58 468					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:25:58 474					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:25:58 500					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:25:58 504					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:25:58 564					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:25:58 581					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							, UPDATE empleado SET Puesto=? Nombre=? WHERE Ficha=?;

2022/08/18 22:25:58 568					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:25:58 585					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.lang.IndexOutOfBoundsException: Index 2 out of bounds for length 2

2022/08/18 22:25:58 588					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class java.lang.IndexOutOfBoundsException

2022/08/18 22:25:58 591					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 22:25:58 594					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : Index 2 out of bounds for length 2

2022/08/18 22:25:58 598					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@60efcdb0
*
*
*
*
*
2022/08/18 22:27:28 020					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:27:28 098					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:27:28 092					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:27:28 147					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:27:28 197					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:27:28 184					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:27:28 197					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:27:28 200					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:27:28 202					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:27:28 226					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:27:28 229					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:27:28 276					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:27:28 280					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:27:28 287					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 22:27:28 291					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.lang.IndexOutOfBoundsException: Index 2 out of bounds for length 2

2022/08/18 22:27:28 297					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 22:27:28 294					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class java.lang.IndexOutOfBoundsException

2022/08/18 22:27:28 301					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : Index 2 out of bounds for length 2

2022/08/18 22:27:28 305					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@38aadb25
*
*
*
*
*
2022/08/18 22:31:15 367					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:31:15 446					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:31:15 484					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:31:15 452					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:31:15 518					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:31:15 529					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:31:15 532					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:31:15 540					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:31:15 562					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:31:15 544					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:31:15 565					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:31:15 592					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:31:15 596					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:31:15 603					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 22:31:15 607					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Llenara la información de las columnas: 2

2022/08/18 22:31:15 610					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Termino de llenar la información de las columnas: 3

2022/08/18 22:31:15 634					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Truncated incorrect DOUBLE value: 'Luis Bladimir'

2022/08/18 22:31:15 637					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class com.mysql.cj.jdbc.exceptions.MysqlDataTruncation

2022/08/18 22:31:15 640					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 22:31:15 643					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : Data truncation: Truncated incorrect DOUBLE value: 'Luis Bladimir'

2022/08/18 22:31:15 646					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@8841094
*
*
*
*
*
2022/08/18 22:36:38 149					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:36:38 236					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:36:38 242					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:36:38 288					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:36:38 331					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:36:38 336					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:36:38 346					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:36:38 350					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:36:38 374					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:36:38 381					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:36:38 455					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:36:38 460					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:36:38 477					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 22:36:38 483					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							DataType de la columna: VARCHAR(254)

2022/08/18 22:36:38 480					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Llenara la información de las columnas: 2

2022/08/18 22:36:38 489					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Valor de la columna: El Victimario

2022/08/18 22:36:38 486					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Indice donde insertara la columna

2022/08/18 22:36:38 495					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Indice donde insertara la columna

2022/08/18 22:36:38 492					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							DataType de la columna: VARCHAR(254)

2022/08/18 22:36:38 499					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Valor de la columna: Luis Bladimir

2022/08/18 22:36:38 503					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Termino de llenar la información de las columnas: 3

2022/08/18 22:36:38 507					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.lang.IndexOutOfBoundsException: Index 2 out of bounds for length 2

2022/08/18 22:36:38 510					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class java.lang.IndexOutOfBoundsException

2022/08/18 22:36:38 513					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 22:36:38 516					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : Index 2 out of bounds for length 2

2022/08/18 22:36:38 519					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@673b3c4c
*
*
*
*
*
2022/08/18 22:39:14 929					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:39:15 006					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:39:15 011					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:39:15 045					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:39:15 084					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:39:15 096					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:39:15 100					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:39:15 119					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:39:15 124					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:39:15 150					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:39:15 153					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:39:15 189					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:39:15 193					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:39:15 217					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Llenara la información de las columnas: 2

2022/08/18 22:39:15 227					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Valor de la columna: El Victimario

2022/08/18 22:39:15 224					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Indice donde insertara la columna: 1

2022/08/18 22:39:15 220					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							DataType de la columna: VARCHAR(254)

2022/08/18 22:39:15 230					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							DataType de la columna: VARCHAR(254)

2022/08/18 22:39:15 233					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Indice donde insertara la columna: 2

2022/08/18 22:39:15 237					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Valor de la columna: Luis Bladimir

2022/08/18 22:39:15 214					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 22:39:15 243					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							DataType de la columna: INTEGER

2022/08/18 22:39:15 240					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Termino de llenar la información de las columnas: 3

2022/08/18 22:39:15 247					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Indice donde insertara la columna: 3

2022/08/18 22:39:15 250					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertJavaToSQL						INFO							Valor de la columna: 120682

2022/08/18 22:39:15 258					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1

2022/08/18 22:39:15 263					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 22:41:04 381					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:41:04 453					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:41:04 501					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:41:04 532					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:41:04 464					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:41:04 542					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:41:04 546					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:41:04 545					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:41:04 548					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:41:04 566					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:41:04 569					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:41:04 633					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:41:04 637					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:41:04 644					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 22:41:04 657					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1

2022/08/18 22:41:04 661					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 22:42:31 395					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:42:31 525					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:42:31 531					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:42:31 642					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:42:31 645					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:42:31 596					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:42:31 664					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:42:31 668					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:42:31 697					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:42:31 700					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:42:31 756					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:42:31 752					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:42:31 768					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 22:42:31 777					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1

2022/08/18 22:42:31 782					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 23:23:00 996					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:01 058					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:23:01 062					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:01 129					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:01 191					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:01 256					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							3   Jose   Bran   true

2022/08/18 23:23:01 244					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							2   Jose   Bran   true

2022/08/18 23:23:01 236					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSet  					INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:23:01 215					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:23:01 206					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSet  					INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:23:01 264					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							4   Jose   Bran   true

2022/08/18 23:23:01 192					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$getAll$3						INFO							SELECT * FROM test WHERE  (name = 'Jose' ) AND  (isMayor = true );

2022/08/18 23:23:01 218					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:01 229					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSet  					INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:23:01 241					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:01 713					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:01 774					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:23:01 778					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:01 816					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:01 853					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

